lane,strategy,contract,arm,track,caseId,obligation,partitionContext,semanticInputKey,inputAccepted,businessObserved,effect,authority,verdict,failure,auditPath,limit
complementary,source-guided,E1-1,zero-shot,interest,ESSENTIAL12x7-V2-E1-1-single-final-eof,INTCALC-OBL-005,"[""final_account_eof"", ""single_account"", ""specific_nonzero""]",65b51c10852090877d03090a58d72293423df9e542d39d34d6b4d37c684f7133,accepted_to_invocation,True,interest_stable_fields_order,source-derived,failed,"[""value_or_multiplicity"", ""ordered_records_differ""]",<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-single-final-eof/replay/applications/0001-36434386638a5dfe/zero-shot-runs/p2b-runs/interest-lzux_x5m/audit.json,"[""nonnegative DISPLAY only; overflow unqualified"", ""financial expectation requires final group update; source legacy does not"", ""timestamps and filler excluded from transaction comparison""]"
complementary,source-guided,E1-1,zero-shot,interest,ESSENTIAL12x7-V2-E1-1-single-final-eof,INTCALC-OBL-006,"[""final_account_eof"", ""single_account"", ""specific_nonzero""]",65b51c10852090877d03090a58d72293423df9e542d39d34d6b4d37c684f7133,accepted_to_invocation,True,interest_stable_fields_order,source-derived,failed,"[""value_or_multiplicity"", ""ordered_records_differ""]",<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-single-final-eof/replay/applications/0001-36434386638a5dfe/zero-shot-runs/p2b-runs/interest-lzux_x5m/audit.json,"[""nonnegative DISPLAY only; overflow unqualified"", ""financial expectation requires final group update; source legacy does not"", ""timestamps and filler excluded from transaction comparison""]"
complementary,source-guided,E1-1,zero-shot,interest,ESSENTIAL12x7-V2-E1-1-single-final-eof,INTCALC-OBL-007,"[""final_account_eof"", ""single_account"", ""specific_nonzero""]",65b51c10852090877d03090a58d72293423df9e542d39d34d6b4d37c684f7133,accepted_to_invocation,True,accounts_legacy_all_fields,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-single-final-eof/replay/applications/0001-36434386638a5dfe/zero-shot-runs/p2b-runs/interest-lzux_x5m/audit.json,"[""nonnegative DISPLAY only; overflow unqualified"", ""financial expectation requires final group update; source legacy does not"", ""timestamps and filler excluded from transaction comparison""]"
complementary,source-guided,E1-1,zero-shot,interest,ESSENTIAL12x7-V2-E1-1-single-final-eof,INTCALC-OBL-008,"[""final_account_eof"", ""single_account"", ""specific_nonzero""]",65b51c10852090877d03090a58d72293423df9e542d39d34d6b4d37c684f7133,accepted_to_invocation,True,accounts_legacy_all_fields,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-single-final-eof/replay/applications/0001-36434386638a5dfe/zero-shot-runs/p2b-runs/interest-lzux_x5m/audit.json,"[""nonnegative DISPLAY only; overflow unqualified"", ""financial expectation requires final group update; source legacy does not"", ""timestamps and filler excluded from transaction comparison""]"
complementary,source-guided,E1-1,zero-shot,interest,ESSENTIAL12x7-V2-E1-1-single-final-eof,INTCALC-OBL-007,"[""final_account_eof"", ""single_account"", ""specific_nonzero""]",65b51c10852090877d03090a58d72293423df9e542d39d34d6b4d37c684f7133,accepted_to_invocation,True,accounts_financial_all_groups,explicit_financial_expectation_not_legacy_equivalence,failed,"[""value_or_multiplicity"", ""ordered_records_differ""]",<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-single-final-eof/replay/applications/0001-36434386638a5dfe/zero-shot-runs/p2b-runs/interest-lzux_x5m/audit.json,"[""nonnegative DISPLAY only; overflow unqualified"", ""financial expectation requires final group update; source legacy does not"", ""timestamps and filler excluded from transaction comparison""]"
complementary,source-guided,E1-1,zero-shot,interest,ESSENTIAL12x7-V2-E1-1-single-final-eof,INTCALC-OBL-008,"[""final_account_eof"", ""single_account"", ""specific_nonzero""]",65b51c10852090877d03090a58d72293423df9e542d39d34d6b4d37c684f7133,accepted_to_invocation,True,accounts_financial_all_groups,explicit_financial_expectation_not_legacy_equivalence,failed,"[""value_or_multiplicity"", ""ordered_records_differ""]",<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-single-final-eof/replay/applications/0001-36434386638a5dfe/zero-shot-runs/p2b-runs/interest-lzux_x5m/audit.json,"[""nonnegative DISPLAY only; overflow unqualified"", ""financial expectation requires final group update; source legacy does not"", ""timestamps and filler excluded from transaction comparison""]"
complementary,source-guided,E1-1,zero-shot,posting,ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal,POSTTRAN-OBL-003,"[""expiry_before"", ""limit_below"", ""tcat_create""]",1dd2756fa55dae9b007e59537164a5910767ad79a75640111faffde774a061bb,accepted_to_invocation,True,posted_fields_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal/replay/applications/0001-39bd364c6ae0dd2e/zero-shot-runs/p2b-runs/posting-0cbqnd9q/audit.json,"[""No internal effect-order or I/O-failure assertion"", ""Nonnegative qualified DISPLAY only; processing timestamp/filler excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
complementary,source-guided,E1-1,zero-shot,posting,ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal,POSTTRAN-OBL-009,"[""expiry_before"", ""limit_below"", ""tcat_create""]",1dd2756fa55dae9b007e59537164a5910767ad79a75640111faffde774a061bb,accepted_to_invocation,True,posted_fields_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal/replay/applications/0001-39bd364c6ae0dd2e/zero-shot-runs/p2b-runs/posting-0cbqnd9q/audit.json,"[""No internal effect-order or I/O-failure assertion"", ""Nonnegative qualified DISPLAY only; processing timestamp/filler excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
complementary,source-guided,E1-1,zero-shot,posting,ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal,POSTTRAN-OBL-004,"[""expiry_before"", ""limit_below"", ""tcat_create""]",1dd2756fa55dae9b007e59537164a5910767ad79a75640111faffde774a061bb,accepted_to_invocation,True,reject_bytes_reason_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal/replay/applications/0001-39bd364c6ae0dd2e/zero-shot-runs/p2b-runs/posting-0cbqnd9q/audit.json,"[""No internal effect-order or I/O-failure assertion"", ""Nonnegative qualified DISPLAY only; processing timestamp/filler excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
complementary,source-guided,E1-1,zero-shot,posting,ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal,POSTTRAN-OBL-005,"[""expiry_before"", ""limit_below"", ""tcat_create""]",1dd2756fa55dae9b007e59537164a5910767ad79a75640111faffde774a061bb,accepted_to_invocation,True,reject_bytes_reason_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal/replay/applications/0001-39bd364c6ae0dd2e/zero-shot-runs/p2b-runs/posting-0cbqnd9q/audit.json,"[""No internal effect-order or I/O-failure assertion"", ""Nonnegative qualified DISPLAY only; processing timestamp/filler excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
complementary,source-guided,E1-1,zero-shot,posting,ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal,POSTTRAN-OBL-006,"[""expiry_before"", ""limit_below"", ""tcat_create""]",1dd2756fa55dae9b007e59537164a5910767ad79a75640111faffde774a061bb,accepted_to_invocation,True,reject_bytes_reason_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal/replay/applications/0001-39bd364c6ae0dd2e/zero-shot-runs/p2b-runs/posting-0cbqnd9q/audit.json,"[""No internal effect-order or I/O-failure assertion"", ""Nonnegative qualified DISPLAY only; processing timestamp/filler excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
complementary,source-guided,E1-1,zero-shot,posting,ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal,POSTTRAN-OBL-008,"[""expiry_before"", ""limit_below"", ""tcat_create""]",1dd2756fa55dae9b007e59537164a5910767ad79a75640111faffde774a061bb,accepted_to_invocation,True,account_all_fields_after,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal/replay/applications/0001-39bd364c6ae0dd2e/zero-shot-runs/p2b-runs/posting-0cbqnd9q/audit.json,"[""No internal effect-order or I/O-failure assertion"", ""Nonnegative qualified DISPLAY only; processing timestamp/filler excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
complementary,source-guided,E1-1,zero-shot,posting,ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal,POSTTRAN-OBL-007,"[""expiry_before"", ""limit_below"", ""tcat_create""]",1dd2756fa55dae9b007e59537164a5910767ad79a75640111faffde774a061bb,accepted_to_invocation,True,category_all_fields_after,source-derived,failed,"[""value_or_multiplicity"", ""ordered_records_differ""]",<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal/replay/applications/0001-39bd364c6ae0dd2e/zero-shot-runs/p2b-runs/posting-0cbqnd9q/audit.json,"[""No internal effect-order or I/O-failure assertion"", ""Nonnegative qualified DISPLAY only; processing timestamp/filler excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
complementary,source-guided,E1-1,zero-shot,posting,ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal,POSTTRAN-OBL-004,"[""expiry_before"", ""limit_below"", ""tcat_create""]",1dd2756fa55dae9b007e59537164a5910767ad79a75640111faffde774a061bb,accepted_to_invocation,True,xref_unchanged,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal/replay/applications/0001-39bd364c6ae0dd2e/zero-shot-runs/p2b-runs/posting-0cbqnd9q/audit.json,"[""No internal effect-order or I/O-failure assertion"", ""Nonnegative qualified DISPLAY only; processing timestamp/filler excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
complementary,source-guided,E1-1,zero-shot,posting,ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal,POSTTRAN-OBL-006,"[""expiry_before"", ""limit_below"", ""tcat_create""]",1dd2756fa55dae9b007e59537164a5910767ad79a75640111faffde774a061bb,accepted_to_invocation,True,return_code,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-valid-new-tcatbal/replay/applications/0001-39bd364c6ae0dd2e/zero-shot-runs/p2b-runs/posting-0cbqnd9q/audit.json,"[""No internal effect-order or I/O-failure assertion"", ""Nonnegative qualified DISPLAY only; processing timestamp/filler excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
complementary,source-guided,E1-1,zero-shot,posting,ESSENTIAL12x7-V2-E1-1-valid-existing-tcatbal,POSTTRAN-OBL-003,"[""expiry_before"", ""limit_below"", ""tcat_update""]",30288adfac239b25aa71a30fdb2cd792c67e1c78c586ddb1cd7ea209e6392e6a,accepted_to_invocation,True,posted_fields_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-valid-existing-tcatbal/replay/applications/0001-6969150b95ebdf50/zero-shot-runs/p2b-runs/posting-67xb2_up/audit.json,"[""No internal effect-order or I/O-failure assertion"", ""Nonnegative qualified DISPLAY only; processing timestamp/filler excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
complementary,source-guided,E1-1,zero-shot,posting,ESSENTIAL12x7-V2-E1-1-valid-existing-tcatbal,POSTTRAN-OBL-009,"[""expiry_before"", ""limit_below"", ""tcat_update""]",30288adfac239b25aa71a30fdb2cd792c67e1c78c586ddb1cd7ea209e6392e6a,accepted_to_invocation,True,posted_fields_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-valid-existing-tcatbal/replay/applications/0001-6969150b95ebdf50/zero-shot-runs/p2b-runs/posting-67xb2_up/audit.json,"[""No internal effect-order or I/O-failure assertion"", ""Nonnegative qualified DISPLAY only; processing timestamp/filler excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
complementary,source-guided,E1-1,zero-shot,posting,ESSENTIAL12x7-V2-E1-1-valid-existing-tcatbal,POSTTRAN-OBL-004,"[""expiry_before"", ""limit_below"", ""tcat_update""]",30288adfac239b25aa71a30fdb2cd792c67e1c78c586ddb1cd7ea209e6392e6a,accepted_to_invocation,True,reject_bytes_reason_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-valid-existing-tcatbal/replay/applications/0001-6969150b95ebdf50/zero-shot-runs/p2b-runs/posting-67xb2_up/audit.json,"[""No internal effect-order or I/O-failure assertion"", ""Nonnegative qualified DISPLAY only; processing timestamp/filler excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
complementary,source-guided,E1-1,zero-shot,posting,ESSENTIAL12x7-V2-E1-1-valid-existing-tcatbal,POSTTRAN-OBL-005,"[""expiry_before"", ""limit_below"", ""tcat_update""]",30288adfac239b25aa71a30fdb2cd792c67e1c78c586ddb1cd7ea209e6392e6a,accepted_to_invocation,True,reject_bytes_reason_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-valid-existing-tcatbal/replay/applications/0001-6969150b95ebdf50/zero-shot-runs/p2b-runs/posting-67xb2_up/audit.json,"[""No internal effect-order or I/O-failure assertion"", ""Nonnegative qualified DISPLAY only; processing timestamp/filler excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
complementary,source-guided,E1-1,zero-shot,posting,ESSENTIAL12x7-V2-E1-1-valid-existing-tcatbal,POSTTRAN-OBL-006,"[""expiry_before"", ""limit_below"", ""tcat_update""]",30288adfac239b25aa71a30fdb2cd792c67e1c78c586ddb1cd7ea209e6392e6a,accepted_to_invocation,True,reject_bytes_reason_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-1-valid-existing-tcatbal/replay/applications/0001-6969150b95ebdf50/zero-shot-runs/p2b-runs/posting-67xb2_up/audit.json,"[""No internal effect-order or I/O-failure assertion"", ""Nonnegative qualified DISPLAY only; processing timestamp/filler excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
